name,website,schedule,latitude,longitude,address
Canton Farmers' Market,http://www.cantonfarmersmarket.com,June to October Sat:8:00 AM - 11:30 AM;,-81.3775854,40.8012557,"McKinley Ave NW and 4th St. NW Canton, Ohio 44702"
Canton Farmers' Market,http://www.cantonfarmersmarket.com,August to August Sat:8:00 AM - 11:30 AM;,-81.403597,40.79609,"2600 6th St. SW Canton, Ohio 44702"
Canton Harvest Market (pre-Thanksgiving),http://www.cantonfun.org,11/23/2014 to 11/23/2014 Sun: 9:00 AM-1:00 PM;,-83.533795,42.308824,"500 N. Ridge Road Canton, Michigan 48188"
Canyon Lake CFM,,,-117.253,33.6733,"31528-31568 Railroad Canyon Road Canyon Lake, California "
Canyonville Farmer's Market,http://www.CanyonvilleFarmersMarket.org,05/01/2014 to 09/01/2014 Wed: 4:00 PM-7:00 PM;,-123.283313,42.939199,"146 Chief Miwaleta Ln Canyonville, Oregon 97417"
Cape Alternative Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=120,04/02/2014 to 10/29/2014 Wed: 8:00 AM-12:00 PM;,-89.536019,37.310633,"1400 Broadway Cape Girardeau, Missouri 63701"
Cape Ann Farmers Market,http://www.capeannfarmersmarket.org,November to December Sat:9:30 AM - 12:00 PM;,-70.66579,42.612646,"Church Street Gloucester, Massachusetts 1930"
Cape Ann Farmers Market,http://www.capeannfarmersmarket.org,June to October Thu:3:00 PM - 6:30 PM;,-70.67753,42.60567,"Stage Fort Park Gloucester, Massachusetts 1930"
Cape Coral Farmers' Market,http://www.capecoralfarmersmarket.com,10/18/2014 to 05/09/2015 Sat: 8:00 AM-1:00 PM;,-81.952876,26.564741,"SE 10th Pl. & SE 47th Terr Cape Coral, Florida 33904"
Cape Girardeau Farmers' Market,,04/17/2014 to 11/20/2014 Thu: 12:00 PM-5:00 PM;,-89.569613,37.29629,"West Park Mall,  3049 Williams St. Cape Girardeau, Missouri 63701"
Cape Riverfront Market,http://www.caperiverfrontmarket.com,05/02/2015 to 10/31/2015 Sat: 8:00 AM-12:00 PM;,-89.519874,37.302699,"35 S. Spanish St. Cape Girardeau, Missouri 63701"
Cape Vincent Farmers & Crafters Market,,,-76.3343,44.1289,"Village Green, Broadway (Rt. 12) Cape Vincent, New York 13618"
Capital City Farmers Market,http://www.montpelierfarmersmarket.com/,12/01/2014 to 04/01/2015 Sat: 10:00 AM-2:00 PM;,-72.564522,44.256913,"VT College of Fine Arts gym, 45 College Street, corner of E State and College St. Montpelier, Vermont 5601"
Capital City Farmers Market,http://www.montpelierfarmersmarket.com/,05/01/2012 to 10/31/2012 Sat: 9:00 AM-1:00 PM;,-72.5772165,44.2605026,"60 State Street Montpelier, Vermont 5602"
Capital City Farmers Market,http://www.montpelierfarmersmarket.com/,11/01/2012 to 11/31/2012,-72.587395,44.260075,"5 High School Drive Montpelier, Vermont 5601"
Capital City Farmers Market,http://capcitymarket.wordpress.com,05/24/2014 to 10/25/2014 Sat: 9:00 AM-12:00 PM;,-100.352653,44.365983,"Sioux Avenue / Coteau Street Pierre, South Dakota 57501"
Capital City Farmers Market,,,-74.7297,40.2343,"East State Street - The Commons, Trenton Trenton, New Jersey "
Capital City Public Market,http://www.SeeYouAtTheMarket.com,04/19/2014 to 12/20/2014 Sat: 9:30 AM-1:30 PM;,-116.202758,43.616337,"8th and Idaho Streets Boise, Idaho 83702"
Capital District Farmers Market in Menands,http://www.capitaldistrictfarmersmarket.org,,-73.718251,42.694982,"381 Broadway (Route 32) Menands, New York 12204"
Capital District Physicians' Health Plan Farmers Market,http://www.cdphp.com/en/Classes-And-Events/farmers-market,05/29/2014 to 10/02/2014 Thu: 11:00 AM-1:30 PM;,-73.805466,42.685543,"500 Patroon Creek Blvd Albany, NY, New York 12206"
Capital District Veggie Mobile,http://www.theveggiemobile.blogspot.com,,-73.6883,42.7355," Troy, New York 12180"
Capital Farmers Market I,,,-100.753,46.7949,"900 26th St S. Bismarck, North Dakota "
Capital Harvest on the Plaza,http://capitalharvestdc.com/,04/04/2014 to 10/24/2014 Fri: 11:00 AM-3:00 PM;,-77.029696,38.894918,"13th Street & Pennsylvania Avenue NW Washington, DC, District of Columbia 20004"
Capital Regional Medical Center Farmers' Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1769,Thu: 4:00 PM-6:00 PM;,-92.200082,38.563511,"1432 Southwest Boulevard Jefferson City, Missouri 65102"
Capitan Farmers' Market,http://www.ataclincolncounty.org,07/12/2014 to 10/25/2014 Sat: 9:00 AM-11:00 AM;,-105.573184,33.545383,"100 Lincoln Ave. Capitan, New Mexico "
Capitol Farmers Market II,,,-100.772,46.835,"2625 State St. Bismarck, North Dakota 58505"
Capitol Hill Broadway Farmers Market,http://www.seattlefarmersmarkets.org,01/01/2015 to 12/31/2015 Sun: 11:00 AM-3:00 PM;,-122.312668,47.6156044,"Broadway Ave E and E Pine Street Seattle, Washington 98122"
Capitol Hill Farmers Market,,,-93.6031,41.5958,"800 E. 12th Street Des Moines, Iowa 50316"
Capitol Market,http://www.capitolmarket.net,,-81.6284,38.3525,"800 Smith St. Charleston, West Virginia 25301"
Capitol Midweek Farmers' Market,http://www.kdheks.gov/bhp/farmers_market/index.htm,05/13/2015 to 10/14/2015 Wed: 7:30 AM-12:00 PM;,-95.677246,39.0463132,"Corner of Jackson and 10th Avenue Topeka, Kansas 66612"
Capitol Riverfront Farmers Market at Canal Park,,,-77.0033,38.8765,"200 M St. SE Washington, District of Columbia 20003"
Capitol View Farmers Market,http://www.capitolviewfarmersmarket.com,05/28/2014 to 10/08/2014 Wed: 3:00 PM-7:00 PM;,-89.279478,43.085699,"5901 Sharpsburg Drive Madison, Wisconsin 53718"
Captial Hill Farmers Market,http://www.rigrown.ri.gov,Thu: 11:00 AM-2:00 PM;,-71.4142,41.8329,"RI Dept of Administration lawn Providence, Rhode Island 2908"
Captina Produce Auction,http://www.captinaproduceauction.com,,-81.1027,39.9319,"39050 West Captina Highway Barnesville, Ohio 43713"
Carbondale Community Farmers Market,http://www.carbondalemarket.com,11/09/2013 to 04/26/2014 Sat: 9:00 AM-12:00 PM;,-89.1877138,37.7259252,"1301 East Walnut Carbondale, Illinois 62901"
Carbondale Community Friday Night Fair,http://www.carbondalemainstreet.com,05/03/2013 to 06/28/2013 Fri: 6:00 PM-9:00 PM;,-89.21672,37.727425,"51 N & 13 W Carbondale, Illinois 62901"
Carbondale Farmers Market,http://www.carbondalefarmersmarket.com/,June to September Wed:10:00 AM - 3:00 PM;,-107.211263,39.400039,"4th and Main St Carbondale, Colorado 81623"
Carbondale Farmers Market,,June to October Tue:11:00 AM - 6:00 PM;Thu:11:00 AM - 6:00 PM;,-75.502489,41.572266,"1 North Main Street Carbondale, Pennsylvania 18407"
Carbondale Farmers' Market,,04/04/2015 to 11/28/2015 Sat: 8:00 AM-12:00 PM;,-89.243412,37.7302319,"2101 W. Main St Carbondale, Illinois 62901"
Carefree Farmers Market,http://www.arizonafarmersmarkets.com,10/05/2013 to 05/31/2014 Mon: 9:00 AM-1:00 PM;,-111.921721,33.824397,"1 Sundial Circle Carefree, Arizona 85377"
Carencro Cultural District Farmers Market,,06/27/2015 to 10/31/2015,-92.046885,30.317346,"210 E. St. Peter Street Carencro, Louisiana 70520"
Caribou Farmers Market,http://www.cariboumaine.net,May to October Wed:3:00 PM - 6:00 PM;Sat:8:30 AM - 12:00 PM;,-68.000565,46.870637,"159 Bennett Drive Caribou, Maine 4736"
Carilion Roanoke Memorial Hospital Farmers' Table,,05/01/2014 to 10/30/2014 Thu: 2:00 PM-6:00 PM;,-79.942282,37.252929,"1860 Old South Jefferson Ave Roanoke, Virginia 24016"
Carlisle Central Farmers Market,,,-77.1882,40.2035,"117 N. Hanover St. Carlisle, Pennsylvania 17013"
Carlisle County Farmers Market,,,-89.0086,36.869,"Highway 51 Bardwell, Kentucky 42023"
Carlisle Farmers Market,,,-77.1665,40.1944,"260 York Road Carlisle, Pennsylvania 17013"
Carlisle Farmers Market,http://Carlislefarmersmarket.org,06/20/2015 to 10/10/2015 Sat: 8:00 AM-12:00 PM;,-71.337766,42.52476,"343 Bedford Street Carlisle, Massachusetts 1741"
Carlsbad Downtown Farmers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,06/21/2014 to 09/27/2014 Sat: 10:00 AM-2:00 PM;,-104.228454,32.420235,"102 N. Canal St. Carlsbad, New Mexico "
Carlton County Farmers Market,,,-92.4803,46.6222,"North of I-35 & Scanlon Highway 45 Scanlon, Minnesota 55720"
Carlyle Courthouse Square Farmers Market,http://www.playandstaycarlyle.com,06/19/2014 to 09/25/2014 Thu: 4:00 PM-7:00 PM;,-89.367814,38.61065,"On 8th Street between Fairfax and Franklin (Old RT.50) Carlyle, Illinois 62231"
Carmel Farmers Market,http://www.carmelfarmersmarket.com,05/03/2014 to 09/27/2014 Sat: 8:00 AM-11:30 AM;,-86.13041,39.96943,"5 Center Green Carmel, Indiana 46032"
Carmel Farmers Markets at the Barnyard Shopping Village,http://www.montereybayfarmers.org,05/06/2014 to 09/30/2014 Tue: 9:00 AM-1:00 PM;,-121.9270394,36.9872756,"3690 The Barnyard Carmel, California 93923"
Carnation Farmers Market,http://www.carnationfarmersmarket.org,05/06/2014 to 10/28/2014 Tue: 3:00 PM-7:00 PM;,-121.912355,47.648556,"Corner of Bird and Stossel Carnation, Washington 98014"
Caro Farmers Market,http://www.carochamber.org,Sat: 8:00 AM-2:00 PM;,-83.393464,43.490938,"M-81 on Court House Lawn Caro, Michigan 48723"
Carolina Beach Farmer's Market,http://carolinabeachfarmersmarket.com/,05/17/2014 to 10/04/2014 Sat: 8:00 AM-1:00 PM;,-77.895273,34.029778,"Lake Park Blvd at Atlanta Ave Carolina Beach, North Carolina 28428"
Carolina First Saturday Market,http://www.saturdaymarketlive.com,,-82.3544,34.7651,"Downtown Greenville Greenville, South Carolina 29603"
Caroline Farmers Market,http://www.brooktondalecc.org,05/03/2014 to 10/25/2014 Sat: 10:00 AM-2:00 PM;,-76.39337,42.380903,"522 Valley Road Brooktondale, New York 14817"
Carondelet Farmers' Market,,June to October Sat:8:00 AM - 12:00 PM;,-90.2591,38.5467,"7701 S. Broadway St. Louis, Missouri 63111"
Carpenteria CFM,,,-119.52,34.3976,"800 Block Linden Ave. Carpenteria, California "
Carrboro Farmers' Market,http://www.carrborofarmersmarket.com,04/05/2014 to 10/25/2014 Sat: 7:00 AM-12:00 PM;,-79.0777245,35.9113895,"301 West Main Street Carrboro, North Carolina 27510"
Carrick Citparks Farmers Market,,,-79.987,40.3918,"Carrick Shopping Center Pittsburg, Pennsylvania 15210"
Carroll County Farmer's Market,http://www.carrollcountyfarmersmarket.com,03/22/2014 to 05/10/2014 Sat: 8:00 AM-2:00 PM;,-77.00017,39.555942,"700 Agricultural Center Drive Westminster, Maryland 21157"
Carroll Farmers Market,http://www.mmdividercd.org,,-94.8641,42.0722,"Westgate Mall parking lot Carroll, Iowa 51401"
Carroll Gardens Greenmarket,http://www.grownyc.org/greenmarket/brooklyn/carroll-gardens,41640 Sun: 8:00 AM-3:00 PM;,-73.99543,40.680703,"Carroll St, between Court & Smith Sts Brookyn, New York 11231"
Carrollton Farmers Market,,05/01/2015 to 09/26/2015 Fri: 7:30 AM-12:00 PM;,-93.49586,39.358479,"Carrollton Uptown Square Carrollton, Missouri 64633"
"Carrollton, Illinois Chamber of Commerce Farmer's Market",,05/05/2014 to 10/27/2014 Mon: 3:00 PM-6:00 PM;,-90.4076327,39.2994549,"524 S.5th St. Carrollton, Illinois 62016"
Carrolton Weekly Farmers Market,,,-81.0869,40.572,"SR 43 S. Carrolton, Ohio 44615"
Carson City Saturday,http://www.carsonfarmersmarket.com,06/07/2014 to 09/20/2014 Sat: 8:30 AM-1:00 PM;,-119.7678437,39.1625789,"3rd & Curry Streets Carson City Carson City, Nevada 89701"
Carson Farmers Market,http://www.farmernet.com,,-118.259,33.8316,"Carson St. & Bonita St. Carson, California 90810"
Carter County Farmers’ Market,,,-82.9037,38.332,"94 Fairground Drive Grayson, Kentucky "
Carthage Farm & Craft Farmers Market,http://www.carthage.ny.com,,-75.6125,43.977,"Market Pavillion, Riverside Drive Carthage, New York "
Carthage Farmers Market,,May to October Mon:2:30 PM - 5:30 PM;,-91.13503,40.41271,"Courthouse Square Carthage, Illinois 62321"
Carthage Farmers' Market,,May to September Thu:5:30 PM - 7:30 PM;Sat:7:00 AM - 11:00 AM;,-94.313535,37.167703,"Downtown square Carthage, Missouri 64836"
Cartwright Pavilion Farmers Market,,,-92.9137,42.0382,"2nd Avenue & State Street Marshalltown, Iowa 50158"
Carver Farmers' Market,,06/14/2015 to 10/25/2015,-70.76847,41.88903,"108 Main St. Carver, Massachusetts 2330"
Cary Downtown Farmers Market,,,-78.871,35.7287,"Main & Vance Streets Cary, North Carolina 27502"
Cary Farmers Market,http://www.carygrovechamber.com,06/01/2014 to 09/28/2014 Sun: 9:00 AM-1:00 PM;,-88.2387729,42.2087629,"W. Main Street and Rt. 14 Cary, Illinois 60013"
Cascade Farmers Market,http://www.cascadeiowa.org,,-91.3408,42.1376,"Riverview Park Cascade, Iowa 52033"
Cascade Locks Farmers & Artists market,http://www.windancefarmsandart.com,,-121.891,45.6698,"Cascade Locks Mall Cascade Locks, Oregon 97220"
Cascades Farmers Market,http://www.loudounfarmersmarkets.org,05/03/2015 to 11/01/2015 Sun: 9:00 AM-1:00 PM;,-77.395278,39.031465,"20160 Whitfield Pl Sterling, Virginia 20165"
Casco Farmers' Market,http://www.cascofarmersmarket.org,06/06/2013 to 09/05/2013 Thu: 9:00 AM-2:00 PM;,-70.522297,44.003917,"940 Meadow Road, Route 121 Casco, Maine 4015"
Case Grande Farmers Market,,,-111.754,32.8796,"The Christian Church of Casa Grande (parking lot) Casa Grande, Arizona 85222"
Case Western Reserve University Farmers Market,http://students.case.edu/farm/food/farmermarket.html,01/01/2013 to 12/31/2013 Thu: 11:00 AM-2:00 PM;,-81.604037,41.504893,"2109 Adelbert Rd. Cleveland, Ohio 44106"
Cashiers Tailgate Market,,,-83.1013,35.1106,"in Downtown Cashier, heading west on Hwy 64 , In the parking lot of Cashiers Community Center between Cashiers and fire station Cashier, North Carolina "
Cass County Farmers' Market,http://www.cassfarmers.com,June to October Wed:3:00 PM - 6:00 PM;Sat:7:30 AM - 12:00 PM;,-94.3725,38.6591,"2601 Cantrell Rd Adrian, Missouri 64720"
Cass Lake Farmers' Market,,,-94.6109,47.382,"Downtown Cass Lake Cass Lake, Minnesota "
Cassopolis Farmers Market,http://www.localharvest.org/cassopolis-farmers-market-M22415,,-86.0023,41.9115,"980 East State Street (across from the Phillips 66 station) Cassopolis, Michigan 49031"
Cassville Farmers Market,,,-90.986,42.7262,"Riverside Park Cassville, Wisconsin 53806"
Castine Farmers' Market,http://www.castinefarmersmarket.org/,,-68.7983,44.3903,"1 School St. Castine, Maine 4420"
"Castle Rock Farmers Market, aka Plum Creek Valley Farmers Market",http://www.douglascountyextension.org,07/12/2014 to 10/04/2014 Sat: 8:00 AM-12:00 PM;,-104.8600299,39.3722755,"3rd Sreet and Wilcox Castle Rock, Colorado 80104"
Castleton Village Farmers' Market,,,-73.1779,43.6116,"Main Street Castleton, Vermont 5735"
Castro Farmers' Market,http://www.pcfma.com/market_home.php?market_id=64,March to December Wed:4:00 PM - 8:00 PM;,-122.4330745,37.7641413,"Noe Street at Market Street San Francisco, California 94114"
Castro Valley Farmers' Market,http://www.urbanvillage@earthlink.net,May to October Sat:10:00 AM - 2:00 PM;,-122.0739386,37.6925557,"Redwood Road And Norbridge Ave. Castro Valley, California 94546"
"Caswell County Local Foods Council ""The Country Store Market""",,04/25/2015 to 09/26/2015 Sat: 4:00 PM-7:00 PM;,-79.152655,36.4993399,"4807 Hwy. 57N Semora, North Carolina 27343"
"CATALINA, Saturday Market",,,-110.925,32.499,"16120 N. Oracle Rd. Tucson, Arizona "
Catawba County Public Health Farmers Market,http://www.catawbacountync.gov/phealth/Adult/FarmersMarket.asp,06/05/2014 to 09/25/2014 Thu: 11:00 AM-2:00 PM;,-81.2723506,35.7115697,"3070 11th Ave Dr. SE Hickory, North Carolina 28602"
Catawba Farmers Market,,,-90.4864,45.5389,"W9241 Highway 8 Catawba, Wisconsin 54515"
Catawba Valley Farmers' Market,,05/08/2014 to 10/02/2014 Thu: 3:30 PM-7:00 PM;,-80.1064449,37.383009,"4965 Catawba Creek Road Catawba, Virginia 24070"
Cathedral Community Farm Stand,,07/08/2015 to 09/02/2015 Wed: 2:30 PM-6:00 PM;,-77.6327462,43.1931226," 296 Flower City Park, New York 14615"
Catonsville Farmers Market,,05/07/2014 to 11/26/2014 Wed: 10:00 AM-1:00 PM;,-76.731308,39.268788,"106 Bloomsbury Ave Catonsville, Maryland 20913"
Catonsville Sunday Farmers Market,,May to November sun:10:00 AM - 1:30 PM;,-76.732893,39.272265,"730 Frederick Road Catonsville, Maryland 21228"
Catskill Region Farmers Market,,,-73.8659,42.2204,"Main Street and Church Street Earlton, New York 12058"
Cavage's Country Farm Market,http://www.cavagesfarmmarket.com,Mon: 9:00 AM-9:00 PM;Tue: 9:00 AM-9:00 PM;Wed: 9:00 AM-9:00 PM;Thu: 9:00 AM-9:00 PM;Fri: 9:00 AM-9:00 PM;Sat: 9:00 AM-9:00 PM;Sun: 9:00 AM-9:00 PM;,-75.353049,41.589842,"1240 Roosevelt Highway Waymart, Pennsylvania 18472"
Cavalier Farmers Market,,,-97.7073,48.7749,"C Store Cavalier, North Dakota 58220"
Cave City Farmer's Market,http://www.cavecityconventioncenter.com,06/06/2013 to 09/26/2013 Tue: 8:00 AM-12:00 PM;Thu: 8:00 AM-7:00 PM;Sun: 8:00 AM-12:00 PM;,-85.967205,37.141409,"502 Mammoth Cave St Cave City, Kentucky 42127"
Cayucos Farmers Market,,,-120.912,35.4454,"Vets Hall  Parking Lot Cayucos, California 93430"
Cazenovia Farmers Market,http://www.cazenoviachamber.com/,05/10/2014 to 11/01/2014 Sat: 9:00 AM-3:00 PM;,-75.855241,42.929771,"Memorial Park, Albany Street Cazenovia, New York 13035"
CCC Farmers Market In Bonanza,http://www.localharvest.org/ccc-farmers-market-in-bonanza-M56709,,-121.408,42.1987,"Highway 70 between 5th and 6th Bonanza, Oregon 97623"
CCFA Buena Vista Farmers Market,,06/08/2014 to 10/12/2014 Sun: 9:00 AM-1:00 PM;,-106.129207,38.842674,"409 E. Main Buena Vista, Colorado 81211"
CCFA Farmers Market Canon City,http://www.canoncityfarmersmarket.com,06/01/2012 to 10/02/2012 Tue: 8:00 AM-1:00 PM;,-105.243441,38.437478,"211 South 3rd Street Canon City, Colorado 81212"
CCFA Salida Farmers Market,,06/07/2014 to 10/11/2014 Sat: 8:00 AM-12:30 PM;,-105.99412,38.532657,"5th and E street Salida, Colorado 81201"
Cecil B. Moore Farmers' Market,http://thefoodtrust.org/farmers-markets/market/cecil-b-moore,06/01/2015 to 11/15/2015 Thu: 2:00 PM-6:00 PM;,-75.156709,39.978617,"Cecil B. Moore Avenue between Broad and 13th Streets Philadelphia, Pennsylvania 19122"
Cecil County Farmers' Market - North East,http://www.cecilcountyag.org,05/09/2014 to 10/31/2014 Fri: 2:00 PM-6:00 PM;,-75.941762,39.596636,"308 South Main Street North East, Maryland 21901"
Cedar City's Downtown Farmer's Market,http://www.extension.usu.edu/ironmg,07/23/2014 to 10/08/2014 Wed: 4:00 PM-7:00 PM;,-113.063291,37.679456,"Hoover & 100 West Cedar City, Utah 84720"
Cedar County Farmers Market,,,-91.1361,41.7647,"South of Courthouse on 4th Street Tipton, Iowa 52772"
Cedar County Farmers' Market-El Dorado Springs,,04/06/2013 to 10/26/2013 Sat: 8:00 AM-12:00 PM;,-94.011533,37.860929,"1317 S. Hwy 32 El Dorado Springs, Missouri 64744"
Cedar Falls Farmers Market,http://www.cedarfallsfarmersmarket.net,05/03/2014 to 10/25/2014 Sat: 8:30 AM-12:00 PM;,-92.448139,42.536087,"Corner of 3rd ST. and Clay St. along Overman Park Cedar Falls, Iowa 50613"
"Cedar Mill Farmers Market, sponsored by Tualatin Hills Park and Recreation District",http://www.cmfmarket.org,05/10/2014 to 09/27/2014 Sat: 8:00 AM-1:00 PM;,-122.815913,45.527811,"NW Cornell Road just west of Murray Road Portland, Oregon 97229"
Cedar Mill Sunset Farmers' Market,http://www.cmfmarket.org,05/10/2014 to 10/18/2014,-122.814404,45.527109,"NW Cornell and Murray Portland, Oregon "
Cedar Park Farmers' Market,http://www.TexasFarmersMarket.org,Sat: 9:00 AM-1:00 PM;,-97.807481,30.467929,"Lakeline Mall, behind Sears & Dillard's Cedar Park, Texas 78613"
Cedar St. Greenmarket,http://www.cenyc.org,,-74.0109,40.7088,"Cedar Street between Church & Broadway New York City, New York "
Cedar Valley Farmers Market,http://www.doylescedarhill.com/farmers-market,04/05/2014 to 11/01/2014 Sat: 10:00 AM-2:00 PM;,-84.036747,35.085835,"01 railroad street Murphy, North Carolina 28906"
Cedar Valley Farmers Market I,,,-92.3537,42.5095,"Crossroads Shopping Center Waterloo, Iowa 50701"
Cedar Valley Farmers Market I,,,-93.5011,42.076,"SE Corner of Kimball Avenue & Rodgeway Road Waterloo, Iowa 50701"
Cedarburg Farmers Market,,,-87.987,43.2955,"Cedarburg Cultural Center Cedarburg, Wisconsin 53012"
Celebration Market in Sulphur Springs,http://www.sulphurspringsfarmersmarket.com,03/01/2014 to 12/20/2014 Sat: 6:00 PM-11:00 PM;,-95.6010668,33.1384479,"In Celebration Plaza Downtown Sulphur Springs, Texas 75482"
Celebration Sunday Farmers Market,,,-81.2879,28.2478,"Corner of Celebration Avenue Celebration, Florida "
Celina Farmers' Market,http://www.localharvest.org/celina-farmers-market-M57899,,-84.5716,40.5495,"101 N. Main Street, Courthouse Square Celina, Ohio 45822"
Celina's Friday Night Farmers Market in Historic Downtown Celina,http://www.celinanewcomersandfriends.com,04/24/2015 to 10/16/2015 Fri: 6:00 PM-9:00 PM;,-96.786509,33.324455,"302 W. Walnut Celina, Texas 75009"
Centennial Lakes Farmers Market,http://www.CentennialLakesPark.com,06/12/2014 to 09/25/2014 Thu: 3:00 PM-7:00 PM;,-93.3264,44.8669,"7499 France Avenue Edina, Minnesota 55435"
Center City Green Market,http://www.centercitygreenmarket.com,,-80.846,35.2263,"101 S Tryon St Charlotte, North Carolina 28202"
Center for Design Practice - Mobile Farmers Market,http://www.realfoodfarm.org/get-food/mobilemarket/,,,," , Maryland "
Center Market,http://www.anchoragemarkets.com,,-149.868,61.1881,"University Center (Old Seward Highway & 36 Avenue Anchorage, Alaska "
Center Point Farmer's Market,,,-86.6837,33.6425,"2209 Center Point Parkway Center Point, Alabama 35215"
CENTER POINT PARKWAY MARKET,,,-86.6746,33.63,"335 Polly Reed Road CENTER POINT, Alabama 35215"
Centerponite Mall’s Farmers Market,,,-85.5809,42.9154,"3665 28th Street Grand Rapids, Michigan "
Centerville Farmers Market,,,-87.4449,35.7906,"Fish Camp Restaurant location Centerville, Tennessee 37033"
Centerville Farmers Market,,,-84.9963,39.8195,"Behind Schraeder Real Estate Centerville, Indiana 47330"
Centerville Farmers Market,http://www.centervillefarmersmarket.com,05/15/2014 to 10/30/2014 Thu: 2:30 PM-6:30 PM;,-84.1598756,39.61535,"892 S. Main Street Centerville, Ohio 45458"
Central Ave Farmers Market,http://www.farmernet.com,January to December Thu:10:00 am - 4:00 pm;,-118.256,34.0058,"4301 Central Ave  at 43rd st Los angeles  California, California 90011"
Central City Mainstreet Farmers Market,,05/22/2014 to 10/09/2014 Thu: 4:00 PM-6:00 PM;,-91.523164,42.201356,"Courtyard Park, South 5th St Central City, Iowa 52214"
Central City Market,http://www.centralcitymarket.com,,-82.4793,38.4111,"555 West 14th Street Huntington, West Virginia 25704"
Central Kenai Peninsula Farmers Market,http://www.alaskaartguild.com,,-151.068,60.4928,"Intersection of E. Corral Avenue & Soldotna Soldotna, Alaska 99669"
Central Market York,http://Centralmarketyork.com,01/01/2014 to 12/31/2014 Tue: 6:00 AM-2:00 PM;Thu: 6:00 AM-2:00 PM;Sat: 6:00 AM-2:00 PM;,-76.7295447,39.9635144,"34 W. Philadelphia Street York, Pennsylvania 17401"
Central NY Regional Market,,,-76.1684,43.0727,"2100 Park St, Syracuse, New York 13208"
Central Park FM,,,-119.011,35.3761,"19Th St. and Q St. Bakersfield, California "
Central Sarasota Farmers Market,http://www.centralsarasotafarmersmarket.com,01/01/2014 to 12/31/2014 Sat: 8:00 AM-1:00 PM;,-82.50025,27.286805,"4748 S Beneva Road Sarasota, Florida 34233"
Central Texas Farmers Market,,,-97.8554,30.1364,"2310 Bliss Spillar, Marbridge Ranch Nursery Manchaca, Texas 78652"
Central Valley Farmers Market,,January to December Sat:7:00 AM - 3:00 PM;,-120.480453,37.2906169,"900 ""G"" Street Merced, California "
Central Valley Farmers Market,,January to December Thu:7:00 AM - 3:00 PM;sun:7:00 AM - 3:00 PM;,-120.6299,37.35376,"2877 Atwater Boulevard Atwater, California 95301"
Centralia Farmers Market,,,-89.1346,38.5264,"E 2nd St. at S. Locust St. Centralia, Illinois 62801"
Centreville Farmers' Market,http:// cmdfarmersmarket.com,04/24/2013 to 10/26/2013 Wed: 3:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,-76.06513,39.044786,"101 Lawyers Row Centreville, Maryland 21617"
Centro Agropecuario de San Sebastian Puerto Rico (ADEA),,Fri: 12:00 AM-9:00 PM;,-66.9706,18.32878,"Carr. 111 Km. 18 Bo. Bahomamey San Sebastian, Puerto Rico 685"
Centura College,,,-76.5206,37.1381,"616 Denbeigh Blvd. Newport News, Virginia 23608"
Century City Farmers Market,http://www.ccfm.com,,-118.416,34.0587,"Constellation Blvd & Avenue of Stars Tarzana, California 91356"
Ceres Farmer's Market,http://www.cerespartnership.org,,-120.955,37.5913,"2921 Third Street Ceres, California 95307"
Cerritos Farmers Market,http://www.goodveg.org,Sat: 8:00 AM-12:00 PM;,-118.062538,33.869285,"17870 Park plaza Drive Cerritos, California 90703"
Certified Arkansas Farmers Market Argenta,http://www.arkansasfood.net,,-92.2674,34.7589,"520 Main St. North Little Rock, Arkansas 72114"
Certified Arkansas Farmers Market Searcy,http://www.arkansasfood.net,,-91.7376,35.2464,"124 E. Woodruff Searcy, Arkansas 72143"
Certified Farmers Market Old Town La Quinta,http://www.certifiedfarmersmarket.org,,-116.302,33.6773,"78100 Main St La Quinta, California 92253"
Certified Farmers Market Palm Desert,http://www.certifiedfarmersmarket.org,,-116.4,33.7232,"72-567 Highway 111 Palm Desertc, California 92262"
Certified Farmers Market Palm Springs,http://www.certifiedfarmersmarket.org,,-116.521,33.8202,"2300 E Baristo Rd Palm Springs, California 92262"
Certified SC Winter Farmers Market,http://www.agriculture.sc.gov,November to March Sat:9:00 AM - 5:00 PM;,-81.0652553,33.9043794,"3483 Charleston Highway West Columbia, South Carolina 29172"
CFM at the Promenade Mall,http://www.myfarmersmarkets.com,Wed: 9:00 AM-1:00 PM;,-117.155106,33.523148,"40820 Winchester Road Temecula, California 92591"
CFMS Certified Farmers' Market,http://www.localharvest.org/cfms-certified-farmers-markets-of-sacramento-M45555,,-121.489,38.5729,"15th and Lst (East End State Capitol Park) Sacramento, California "
Chadron Farmers Market,http://www.chadron.com,,-103.001,42.8278,"Courthouse lawn, 400 Main St. Chadron, Nebraska 69337"
Challis Community Farmers Market,,06/05/2015 to 10/03/2015 Sat: 10:00 AM-1:00 PM;,-114.281864,44.24111,"City Park Challis, Idaho 83226"
Chamberlain Farmers Market,,05/31/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;,-99.335551,43.803428,"south main st and 12th Chamberlain, South Dakota 57325"
